表章項目,年齢5歳階級,男女別,全国・都道府県,時間軸（年月日現在）,@unit,$
人口,30～34歳,女,島根県,2022年10月1日現在,人,14143
人口,30～34歳,女,岡山県,2022年10月1日現在,人,44687
人口,30～34歳,女,広島県,2022年10月1日現在,人,65417
人口,30～34歳,女,山口県,2022年10月1日現在,人,26350
人口,30～34歳,女,徳島県,2022年10月1日現在,人,14625
人口,30～34歳,女,香川県,2022年10月1日現在,人,20883
人口,30～34歳,女,愛媛県,2022年10月1日現在,人,28238
人口,30～34歳,女,高知県,2022年10月1日現在,人,13321
人口,30～34歳,女,福岡県,2022年10月1日現在,人,135009
人口,30～34歳,女,佐賀県,2022年10月1日現在,人,18446
人口,30～34歳,女,長崎県,2022年10月1日現在,人,27762
人口,30～34歳,女,熊本県,2022年10月1日現在,人,40315
人口,30～34歳,女,大分県,2022年10月1日現在,人,23923
人口,30～34歳,女,宮崎県,2022年10月1日現在,人,23014
人口,30～34歳,女,鹿児島県,2022年10月1日現在,人,35793
人口,30～34歳,女,沖縄県,2022年10月1日現在,人,40939
人口,35～39歳,男女計,全国,2022年10月1日現在,人,7211964
人口,35～39歳,男女計,北海道,2022年10月1日現在,人,277876
人口,35～39歳,男女計,青森県,2022年10月1日現在,人,61857
人口,35～39歳,男女計,岩手県,2022年10月1日現在,人,61162
人口,35～39歳,男女計,宮城県,2022年10月1日現在,人,136306
人口,35～39歳,男女計,秋田県,2022年10月1日現在,人,45426
人口,35～39歳,男女計,山形県,2022年10月1日現在,人,55189
人口,35～39歳,男女計,福島県,2022年10月1日現在,人,98601
人口,35～39歳,男女計,茨城県,2022年10月1日現在,人,161053
人口,35～39歳,男女計,栃木県,2022年10月1日現在,人,111752
人口,35～39歳,男女計,群馬県,2022年10月1日現在,人,103384
人口,35～39歳,男女計,埼玉県,2022年10月1日現在,人,432280
人口,35～39歳,男女計,千葉県,2022年10月1日現在,人,370217
人口,35～39歳,男女計,東京都,2022年10月1日現在,人,971747
人口,35～39歳,男女計,神奈川県,2022年10月1日現在,人,551560
人口,35～39歳,男女計,新潟県,2022年10月1日現在,人,114810
人口,35～39歳,男女計,富山県,2022年10月1日現在,人,52039
人口,35～39歳,男女計,石川県,2022年10月1日現在,人,59259
人口,35～39歳,男女計,福井県,2022年10月1日現在,人,40782
人口,35～39歳,男女計,山梨県,2022年10月1日現在,人,41299
人口,35～39歳,男女計,長野県,2022年10月1日現在,人,104225
人口,35～39歳,男女計,岐阜県,2022年10月1日現在,人,102396
人口,35～39歳,男女計,静岡県,2022年10月1日現在,人,199928
人口,35～39歳,男女計,愛知県,2022年10月1日現在,人,456129
人口,35～39歳,男女計,三重県,2022年10月1日現在,人,94421
人口,35～39歳,男女計,滋賀県,2022年10月1日現在,人,82996
人口,35～39歳,男女計,京都府,2022年10月1日現在,人,136363
人口,35～39歳,男女計,大阪府,2022年10月1日現在,人,501785
人口,35～39歳,男女計,兵庫県,2022年10月1日現在,人,295321
人口,35～39歳,男女計,奈良県,2022年10月1日現在,人,66378
人口,35～39歳,男女計,和歌山県,2022年10月1日現在,人,46081
人口,35～39歳,男女計,鳥取県,2022年10月1日現在,人,29624
人口,35～39歳,男女計,島根県,2022年10月1日現在,人,34202
人口,35～39歳,男女計,岡山県,2022年10月1日現在,人,102261
人口,35～39歳,男女計,広島県,2022年10月1日現在,人,153921
人口,35～39歳,男女計,山口県,2022年10月1日現在,人,66174
人口,35～39歳,男女計,徳島県,2022年10月1日現在,人,36370
人口,35～39歳,男女計,香川県,2022年10月1日現在,人,50786
人口,35～39歳,男女計,愛媛県,2022年10月1日現在,人,68262
人口,35～39歳,男女計,高知県,2022年10月1日現在,人,33649
人口,35～39歳,男女計,福岡県,2022年10月1日現在,人,305191
人口,35～39歳,男女計,佐賀県,2022年10月1日現在,人,44557
人口,35～39歳,男女計,長崎県,2022年10月1日現在,人,66224
人口,35～39歳,男女計,熊本県,2022年10月1日現在,人,94819
人口,35～39歳,男女計,大分県,2022年10月1日現在,人,58806
人口,35～39歳,男女計,宮崎県,2022年10月1日現在,人,56171
人口,35～39歳,男女計,鹿児島県,2022年10月1日現在,人,84318
人口,35～39歳,男女計,沖縄県,2022年10月1日現在,人,94007
人口,35～39歳,男,全国,2022年10月1日現在,人,3668232
人口,35～39歳,男,北海道,2022年10月1日現在,人,138723
人口,35～39歳,男,青森県,2022年10月1日現在,人,31033
人口,35～39歳,男,岩手県,2022年10月1日現在,人,31318
人口,35～39歳,男,宮城県,2022年10月1日現在,人,68700
人口,35～39歳,男,秋田県,2022年10月1日現在,人,23124
人口,35～39歳,男,山形県,2022年10月1日現在,人,28393
人口,35～39歳,男,福島県,2022年10月1日現在,人,51597
人口,35～39歳,男,茨城県,2022年10月1日現在,人,84588
人口,35～39歳,男,栃木県,2022年10月1日現在,人,58892
人口,35～39歳,男,群馬県,2022年10月1日現在,人,53938
人口,35～39歳,男,埼玉県,2022年10月1日現在,人,223377
人口,35～39歳,男,千葉県,2022年10月1日現在,人,191311
人口,35～39歳,男,東京都,2022年10月1日現在,人,494266
人口,35～39歳,男,神奈川県,2022年10月1日現在,人,285299
人口,35～39歳,男,新潟県,2022年10月1日現在,人,59055
人口,35～39歳,男,富山県,2022年10月1日現在,人,27036
人口,35～39歳,男,石川県,2022年10月1日現在,人,30181
人口,35～39歳,男,福井県,2022年10月1日現在,人,20901
人口,35～39歳,男,山梨県,2022年10月1日現在,人,21407
人口,35～39歳,男,長野県,2022年10月1日現在,人,53254
人口,35～39歳,男,岐阜県,2022年10月1日現在,人,52424
人口,35～39歳,男,静岡県,2022年10月1日現在,人,103978
人口,35～39歳,男,愛知県,2022年10月1日現在,人,238638
人口,35～39歳,男,三重県,2022年10月1日現在,人,48962
人口,35～39歳,男,滋賀県,2022年10月1日現在,人,42369
人口,35～39歳,男,京都府,2022年10月1日現在,人,67419
人口,35～39歳,男,大阪府,2022年10月1日現在,人,249005
人口,35～39歳,男,兵庫県,2022年10月1日現在,人,146337
人口,35～39歳,男,奈良県,2022年10月1日現在,人,32258
人口,35～39歳,男,和歌山県,2022年10月1日現在,人,23015
人口,35～39歳,男,鳥取県,2022年10月1日現在,人,15068
人口,35～39歳,男,島根県,2022年10月1日現在,人,17544
人口,35～39歳,男,岡山県,2022年10月1日現在,人,51360
人口,35～39歳,男,広島県,2022年10月1日現在,人,78357
人口,35～39歳,男,山口県,2022年10月1日現在,人,33428
人口,35～39歳,男,徳島県,2022年10月1日現在,人,18260
人口,35～39歳,男,香川県,2022年10月1日現在,人,25808
人口,35～39歳,男,愛媛県,2022年10月1日現在,人,33995
人口,35～39歳,男,高知県,2022年10月1日現在,人,16757
人口,35～39歳,男,福岡県,2022年10月1日現在,人,150524
人口,35～39歳,男,佐賀県,2022年10月1日現在,人,22137
人口,35～39歳,男,長崎県,2022年10月1日現在,人,32748
人口,35～39歳,男,熊本県,2022年10月1日現在,人,46907
人口,35～39歳,男,大分県,2022年10月1日現在,人,29748
人口,35～39歳,男,宮崎県,2022年10月1日現在,人,27387
人口,35～39歳,男,鹿児島県,2022年10月1日現在,人,40725
人口,35～39歳,男,沖縄県,2022年10月1日現在,人,46681
人口,35～39歳,女,全国,2022年10月1日現在,人,3543732
人口,35～39歳,女,北海道,2022年10月1日現在,人,139153
人口,35～39歳,女,青森県,2022年10月1日現在,人,30824
人口,35～39歳,女,岩手県,2022年10月1日現在,人,29844
人口,35～39歳,女,宮城県,2022年10月1日現在,人,67606
人口,35～39歳,女,秋田県,2022年10月1日現在,人,22302
人口,35～39歳,女,山形県,2022年10月1日現在,人,26796
人口,35～39歳,女,福島県,2022年10月1日現在,人,47004
人口,35～39歳,女,茨城県,2022年10月1日現在,人,76465
人口,35～39歳,女,栃木県,2022年10月1日現在,人,52860
人口,35～39歳,女,群馬県,2022年10月1日現在,人,49446
人口,35～39歳,女,埼玉県,2022年10月1日現在,人,208903
人口,35～39歳,女,千葉県,2022年10月1日現在,人,178906
人口,35～39歳,女,東京都,2022年10月1日現在,人,477481
人口,35～39歳,女,神奈川県,2022年10月1日現在,人,266261
人口,35～39歳,女,新潟県,2022年10月1日現在,人,55755
人口,35～39歳,女,富山県,2022年10月1日現在,人,25003
人口,35～39歳,女,石川県,2022年10月1日現在,人,29078
人口,35～39歳,女,福井県,2022年10月1日現在,人,19881
人口,35～39歳,女,山梨県,2022年10月1日現在,人,19892
人口,35～39歳,女,長野県,2022年10月1日現在,人,50971
人口,35～39歳,女,岐阜県,2022年10月1日現在,人,49972
人口,35～39歳,女,静岡県,2022年10月1日現在,人,95950
人口,35～39歳,女,愛知県,2022年10月1日現在,人,217491
人口,35～39歳,女,三重県,2022年10月1日現在,人,45459
人口,35～39歳,女,滋賀県,2022年10月1日現在,人,40627
人口,35～39歳,女,京都府,2022年10月1日現在,人,68944
人口,35～39歳,女,大阪府,2022年10月1日現在,人,252780
人口,35～39歳,女,兵庫県,2022年10月1日現在,人,148984
人口,35～39歳,女,奈良県,2022年10月1日現在,人,34120
人口,35～39歳,女,和歌山県,2022年10月1日現在,人,23066
人口,35～39歳,女,鳥取県,2022年10月1日現在,人,14556
人口,35～39歳,女,島根県,2022年10月1日現在,人,16658
人口,35～39歳,女,岡山県,2022年10月1日現在,人,50901
人口,35～39歳,女,広島県,2022年10月1日現在,人,75564
人口,35～39歳,女,山口県,2022年10月1日現在,人,32746
人口,35～39歳,女,徳島県,2022年10月1日現在,人,18110
人口,35～39歳,女,香川県,2022年10月1日現在,人,24978
人口,35～39歳,女,愛媛県,2022年10月1日現在,人,34267
人口,35～39歳,女,高知県,2022年10月1日現在,人,16892
人口,35～39歳,女,福岡県,2022年10月1日現在,人,154667
人口,35～39歳,女,佐賀県,2022年10月1日現在,人,22420
人口,35～39歳,女,長崎県,2022年10月1日現在,人,33476
人口,35～39歳,女,熊本県,2022年10月1日現在,人,47912
人口,35～39歳,女,大分県,2022年10月1日現在,人,29058
人口,35～39歳,女,宮崎県,2022年10月1日現在,人,28784
人口,35～39歳,女,鹿児島県,2022年10月1日現在,人,43593
人口,35～39歳,女,沖縄県,2022年10月1日現在,人,47326
人口,40～44歳,男女計,全国,2022年10月1日現在,人,7945834
人口,40～44歳,男女計,北海道,2022年10月1日現在,人,315149
人口,40～44歳,男女計,青森県,2022年10月1日現在,人,71671
人口,40～44歳,男女計,岩手県,2022年10月1日現在,人,70865
人口,40～44歳,男女計,宮城県,2022年10月1日現在,人,151742
人口,40～44歳,男女計,秋田県,2022年10月1日現在,人,54179
人口,40～44歳,男女計,山形県,2022年10月1日現在,人,63220
人口,40～44歳,男女計,福島県,2022年10月1日現在,人,109120
人口,40～44歳,男女計,茨城県,2022年10月1日現在,人,179520
人口,40～44歳,男女計,栃木県,2022年10月1日現在,人,124130
人口,40～44歳,男女計,群馬県,2022年10月1日現在,人,118045
人口,40～44歳,男女計,埼玉県,2022年10月1日現在,人,480623
人口,40～44歳,男女計,千葉県,2022年10月1日現在,人,407874
人口,40～44歳,男女計,東京都,2022年10月1日現在,人,1017654
人口,40～44歳,男女計,神奈川県,2022年10月1日現在,人,612724
人口,40～44歳,男女計,新潟県,2022年10月1日現在,人,132006
人口,40～44歳,男女計,富山県,2022年10月1日現在,人,60470
人口,40～44歳,男女計,石川県,2022年10月1日現在,人,67397
人口,40～44歳,男女計,福井県,2022年10月1日現在,人,45137
人口,40～44歳,男女計,山梨県,2022年10月1日現在,人,46299
人口,40～44歳,男女計,長野県,2022年10月1日現在,人,121393
人口,40～44歳,男女計,岐阜県,2022年10月1日現在,人,116731
人口,40～44歳,男女計,静岡県,2022年10月1日現在,人,221812
人口,40～44歳,男女計,愛知県,2022年10月1日現在,人,490236
人口,40～44歳,男女計,三重県,2022年10月1日現在,人,104677
人口,40～44歳,男女計,滋賀県,2022年10月1日現在,人,91625
人口,40～44歳,男女計,京都府,2022年10月1日現在,人,153191
人口,40～44歳,男女計,大阪府,2022年10月1日現在,人,543121
人口,40～44歳,男女計,兵庫県,2022年10月1日現在,人,329202
人口,40～44歳,男女計,奈良県,2022年10月1日現在,人,75140
人口,40～44歳,男女計,和歌山県,2022年10月1日現在,人,50676
人口,40～44歳,男女計,鳥取県,2022年10月1日現在,人,33273
人口,40～44歳,男女計,島根県,2022年10月1日現在,人,38487
人口,40～44歳,男女計,岡山県,2022年10月1日現在,人,110322
人口,40～44歳,男女計,広島県,2022年10月1日現在,人,169717
人口,40～44歳,男女計,山口県,2022年10月1日現在,人,74586
人口,40～44歳,男女計,徳島県,2022年10月1日現在,人,41545
人口,40～44歳,男女計,香川県,2022年10月1日現在,人,57126
人口,40～44歳,男女計,愛媛県,2022年10月1日現在,人,76922
人口,40～44歳,男女計,高知県,2022年10月1日現在,人,38891
人口,40～44歳,男女計,福岡県,2022年10月1日現在,人,333968
人口,40～44歳,男女計,佐賀県,2022年10月1日現在,人,48861
人口,40～44歳,男女計,長崎県,2022年10月1日現在,人,73550
人口,40～44歳,男女計,熊本県,2022年10月1日現在,人,103956
人口,40～44歳,男女計,大分県,2022年10月1日現在,人,66189
人口,40～44歳,男女計,宮崎県,2022年10月1日現在,人,63525
人口,40～44歳,男女計,鹿児島県,2022年10月1日現在,人,92978
人口,40～44歳,男女計,沖縄県,2022年10月1日現在,人,96309
人口,40～44歳,男,全国,2022年10月1日現在,人,4027929
人口,40～44歳,男,北海道,2022年10月1日現在,人,156140
人口,40～44歳,男,青森県,2022年10月1日現在,人,36268
人口,40～44歳,男,岩手県,2022年10月1日現在,人,36438
人口,40～44歳,男,宮城県,2022年10月1日現在,人,76570
人口,40～44歳,男,秋田県,2022年10月1日現在,人,27797
人口,40～44歳,男,山形県,2022年10月1日現在,人,32391
人口,40～44歳,男,福島県,2022年10月1日現在,人,56918
人口,40～44歳,男,茨城県,2022年10月1日現在,人,93576
人口,40～44歳,男,栃木県,2022年10月1日現在,人,64853
人口,40～44歳,男,群馬県,2022年10月1日現在,人,61330
人口,40～44歳,男,埼玉県,2022年10月1日現在,人,248877
人口,40～44歳,男,千葉県,2022年10月1日現在,人,210060
人口,40～44歳,男,東京都,2022年10月1日現在,人,518307
人口,40～44歳,男,神奈川県,2022年10月1日現在,人,314708
人口,40～44歳,男,新潟県,2022年10月1日現在,人,67567
